"№";"Название";"Username";"Тип";"Подписчики";"ER %";"Ср. охват";"Цена поста";"CPM";"Категория";"Ссылка Telegram";"Ссылка TGStat";"Описание"
"9728";"452";"davydenko_netvorking";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/davydenko_netvorking";"https://tgstat.ru/channel/@davydenko_netvorking";""
"9729";"452";"Bisneserica";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Bisneserica";"https://tgstat.ru/channel/@Bisneserica";""
"9730";"452";"GosAgile";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/GosAgile";"https://tgstat.ru/channel/@GosAgile";""
"9731";"452";"day_design_venera";"Канал";"N/A";"39 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/day_design_venera";"https://tgstat.ru/channel/@day_design_venera";""
"9732";"452";"AnnaKuvaytseva";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/AnnaKuvaytseva";"https://tgstat.ru/channel/@AnnaKuvaytseva";""
"9733";"451";"ArtSteamTrip";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ArtSteamTrip";"https://tgstat.ru/channel/@ArtSteamTrip";""
"9734";"451";"ojuviperfume";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ojuviperfume";"https://tgstat.ru/channel/@ojuviperfume";""
"9735";"451";"notamedia_moscow";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/notamedia_moscow";"https://tgstat.ru/channel/@notamedia_moscow";""
"9736";"451";"anna_skvorstsova_org";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/anna_skvorstsova_org";"https://tgstat.ru/channel/@anna_skvorstsova_org";""
"9737";"451";"thesudnik";"Канал";"N/A";"12 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/thesudnik";"https://tgstat.ru/channel/@thesudnik";""
"9738";"451";"yugopolis_magazine";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/yugopolis_magazine";"https://tgstat.ru/channel/@yugopolis_magazine";""
"9739";"451";"twogeeseulanude";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/twogeeseulanude";"https://tgstat.ru/channel/@twogeeseulanude";""
"9740";"451";"LAARTS_law_firm";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/LAARTS_law_firm";"https://tgstat.ru/channel/@LAARTS_law_firm";""
"9741";"451";"cstb_pro_media";"Канал";"N/A";"44 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/cstb_pro_media";"https://tgstat.ru/channel/@cstb_pro_media";""
"9742";"451";"Sona_Kocharova";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Sona_Kocharova";"https://tgstat.ru/channel/@Sona_Kocharova";""
"9743";"451";"artanna_su";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/artanna_su";"https://tgstat.ru/channel/@artanna_su";""
"9744";"451";"ChupSergey";"Канал";"N/A";"25 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ChupSergey";"https://tgstat.ru/channel/@ChupSergey";""
"9745";"451";"millismediaotziv";"Канал";"N/A";"24 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/millismediaotziv";"https://tgstat.ru/channel/@millismediaotziv";""
"9746";"451";"eduardcoach";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/eduardcoach";"https://tgstat.ru/channel/@eduardcoach";""
"9747";"451";"ThinkLike";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ThinkLike";"https://tgstat.ru/channel/@ThinkLike";""
"9748";"451";"mozhno_prosto";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mozhno_prosto";"https://tgstat.ru/channel/@mozhno_prosto";""
"9749";"450";"eurolift96";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/eurolift96";"https://tgstat.ru/channel/@eurolift96";""
"9750";"450";"mlm_navigator_v";"Канал";"N/A";"51 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mlm_navigator_v";"https://tgstat.ru/channel/@mlm_navigator_v";""
"9751";"450";"salesdragon";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/salesdragon";"https://tgstat.ru/channel/@salesdragon";""
"9752";"450";"alfi_studio";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/alfi_studio";"https://tgstat.ru/channel/@alfi_studio";""
"9753";"450";"HighwayLogistic";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/HighwayLogistic";"https://tgstat.ru/channel/@HighwayLogistic";""
"9754";"450";"oneacademy_1m";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/oneacademy_1m";"https://tgstat.ru/channel/@oneacademy_1m";""
"9755";"450";"wayofvalue";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/wayofvalue";"https://tgstat.ru/channel/@wayofvalue";""
"9756";"450";"Udmexport";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Udmexport";"https://tgstat.ru/channel/@Udmexport";""
"9757";"450";"Viktoriya_Kakovka";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Viktoriya_Kakovka";"https://tgstat.ru/channel/@Viktoriya_Kakovka";""
"9758";"450";"business_without_burnout";"Канал";"N/A";"18 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/business_without_burnout";"https://tgstat.ru/channel/@business_without_burnout";""
"9759";"450";"saturov_stroit_komandu";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/saturov_stroit_komandu";"https://tgstat.ru/channel/@saturov_stroit_komandu";""
"9760";"450";"CEOEnch";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/CEOEnch";"https://tgstat.ru/channel/@CEOEnch";""
"9761";"450";"tochkarst";"Канал";"N/A";"53 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/tochkarst";"https://tgstat.ru/channel/@tochkarst";""
"9762";"449";"uk_nash_dom_pvk";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/uk_nash_dom_pvk";"https://tgstat.ru/channel/@uk_nash_dom_pvk";""
"9763";"449";"biznessnadey";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/biznessnadey";"https://tgstat.ru/channel/@biznessnadey";""
"9764";"449";"design_lnt";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/design_lnt";"https://tgstat.ru/channel/@design_lnt";""
"9765";"449";"pakclub";"Канал";"N/A";"12 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pakclub";"https://tgstat.ru/channel/@pakclub";""
"9766";"449";"safin_evgenii";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/safin_evgenii";"https://tgstat.ru/channel/@safin_evgenii";""
"9767";"449";"ANovolodskii";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ANovolodskii";"https://tgstat.ru/channel/@ANovolodskii";""
"9768";"449";"course_30";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/course_30";"https://tgstat.ru/channel/@course_30";""
"9769";"449";"AlexeyMurashev";"Канал";"N/A";"38 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/AlexeyMurashev";"https://tgstat.ru/channel/@AlexeyMurashev";""
"9770";"449";"sur_support";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/sur_support";"https://tgstat.ru/channel/@sur_support";""
"9771";"449";"bads_case";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bads_case";"https://tgstat.ru/channel/@bads_case";""
"9772";"449";"doxod_50k";"Канал";"N/A";"21 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/doxod_50k";"https://tgstat.ru/channel/@doxod_50k";""
"9773";"448";"nami_hotels";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/nami_hotels";"https://tgstat.ru/channel/@nami_hotels";""
"9774";"448";"nalogy_i_klining";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/nalogy_i_klining";"https://tgstat.ru/channel/@nalogy_i_klining";""
"9775";"448";"KulikovTeam";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/KulikovTeam";"https://tgstat.ru/channel/@KulikovTeam";""
"9776";"448";"business_rise";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/business_rise";"https://tgstat.ru/channel/@business_rise";""
"9777";"448";"i_rozanov";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/i_rozanov";"https://tgstat.ru/channel/@i_rozanov";""
"9778";"448";"almet_talk";"Канал";"N/A";"47 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/almet_talk";"https://tgstat.ru/channel/@almet_talk";""
"9779";"448";"anna_beltane";"Канал";"N/A";"46 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/anna_beltane";"https://tgstat.ru/channel/@anna_beltane";""
"9780";"448";"maximkorelskiy";"Канал";"N/A";"51 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/maximkorelskiy";"https://tgstat.ru/channel/@maximkorelskiy";""
"9781";"448";"vmeste_rastem_tg";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/vmeste_rastem_tg";"https://tgstat.ru/channel/@vmeste_rastem_tg";""
"9782";"447";"goliklife";"Канал";"N/A";"35 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/goliklife";"https://tgstat.ru/channel/@goliklife";""
"9783";"447";"norideality";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/norideality";"https://tgstat.ru/channel/@norideality";""
"9784";"447";"upravbiz";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/upravbiz";"https://tgstat.ru/channel/@upravbiz";""
"9785";"447";"zakupidohod";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/zakupidohod";"https://tgstat.ru/channel/@zakupidohod";""
"9786";"447";"papushevopark";"Канал";"N/A";"15 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/papushevopark";"https://tgstat.ru/channel/@papushevopark";""
"9787";"447";"balanceTechnical";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/balanceTechnical";"https://tgstat.ru/channel/@balanceTechnical";""
"9788";"446";"inhub_week";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/inhub_week";"https://tgstat.ru/channel/@inhub_week";""
"9789";"446";"Beltax";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Beltax";"https://tgstat.ru/channel/@Beltax";""
"9790";"446";"bespoleznye_muzhiki";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bespoleznye_muzhiki";"https://tgstat.ru/channel/@bespoleznye_muzhiki";""
"9791";"446";"annaforself";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/annaforself";"https://tgstat.ru/channel/@annaforself";""
"9792";"446";"EkaterinaShaybakova";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/EkaterinaShaybakova";"https://tgstat.ru/channel/@EkaterinaShaybakova";""
"9793";"446";"eva_300799";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/eva_300799";"https://tgstat.ru/channel/@eva_300799";""
"9794";"446";"webtreningru";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/webtreningru";"https://tgstat.ru/channel/@webtreningru";""
"9795";"446";"intensivprokids";"Канал";"N/A";"16 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/intensivprokids";"https://tgstat.ru/channel/@intensivprokids";""
"9796";"446";"seller_smm";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/seller_smm";"https://tgstat.ru/channel/@seller_smm";""
"9797";"446";"otzivinaavit";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/otzivinaavit";"https://tgstat.ru/channel/@otzivinaavit";""
"9798";"445";"UrbanMiningRussia";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/UrbanMiningRussia";"https://tgstat.ru/channel/@UrbanMiningRussia";""
"9799";"445";"beautybusinessclub";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/beautybusinessclub";"https://tgstat.ru/channel/@beautybusinessclub";""
"9800";"445";"arenda_knv";"Канал";"N/A";"22 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/arenda_knv";"https://tgstat.ru/channel/@arenda_knv";""
"9801";"445";"AGROCOMPASnote";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/AGROCOMPASnote";"https://tgstat.ru/channel/@AGROCOMPASnote";""
"9802";"445";"TL_RF";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/TL_RF";"https://tgstat.ru/channel/@TL_RF";""
"9803";"445";"indpark";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/indpark";"https://tgstat.ru/channel/@indpark";""
"9804";"445";"innogeotech";"Канал";"N/A";"21 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/innogeotech";"https://tgstat.ru/channel/@innogeotech";""
"9805";"445";"growthsecrets";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/growthsecrets";"https://tgstat.ru/channel/@growthsecrets";""
"9806";"445";"buss_sp";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/buss_sp";"https://tgstat.ru/channel/@buss_sp";""
"9807";"445";"RND_SK_RU";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/RND_SK_RU";"https://tgstat.ru/channel/@RND_SK_RU";""
"9808";"444";"fc_csb";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/fc_csb";"https://tgstat.ru/channel/@fc_csb";""
"9809";"444";"orsk_biznes";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/orsk_biznes";"https://tgstat.ru/channel/@orsk_biznes";""
"9810";"444";"nadezhdazhivora";"Канал";"N/A";"28 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/nadezhdazhivora";"https://tgstat.ru/channel/@nadezhdazhivora";""
"9811";"444";"i99mdc8HlcphOGIy";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/i99mdc8HlcphOGIy";"https://tgstat.ru/channel/i99mdc8HlcphOGIy";""
"9812";"444";"CrazyCashStream";"Канал";"N/A";"34 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/CrazyCashStream";"https://tgstat.ru/channel/@CrazyCashStream";""
"9813";"444";"rypotential";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rypotential";"https://tgstat.ru/channel/@rypotential";""
"9814";"444";"TRUSTOREEE";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/TRUSTOREEE";"https://tgstat.ru/channel/@TRUSTOREEE";""
"9815";"444";"miningpower_ru";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/miningpower_ru";"https://tgstat.ru/channel/@miningpower_ru";""
"9816";"444";"rabota_i_work";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rabota_i_work";"https://tgstat.ru/channel/@rabota_i_work";""
"9817";"444";"chat_bog";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/chat_bog";"https://tgstat.ru/channel/@chat_bog";""
"9818";"444";"aportal_pro";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/aportal_pro";"https://tgstat.ru/channel/@aportal_pro";""
"9819";"443";"yTZfGWM1efJlMWUy";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/yTZfGWM1efJlMWUy";"https://tgstat.ru/channel/yTZfGWM1efJlMWUy";""
"9820";"443";"delorosru";"Канал";"N/A";"46 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/delorosru";"https://tgstat.ru/channel/@delorosru";""
"9821";"443";"planfix_details_ru";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/planfix_details_ru";"https://tgstat.ru/channel/@planfix_details_ru";""
"9822";"443";"demidov_eduard";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/demidov_eduard";"https://tgstat.ru/channel/@demidov_eduard";""
"9823";"443";"u_vody";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/u_vody";"https://tgstat.ru/channel/@u_vody";""
"9824";"443";"konstantinova_consulting";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/konstantinova_consulting";"https://tgstat.ru/channel/@konstantinova_consulting";""
